Id;MAT_1SEM_PROM;FIS_1SEM_PROM;ING_1SEM_PROM;ACTF_1SEM_A;ACTF_1SEM_R;OTRANS_1SEM_A;OTRANS_1SEM_R;OTRANS_1SEM_PROM;ESP_1SEM_A;ESP_1SEM_R;ESP_1SEM_PROM;INS_1SEM;PROM_1SEM;MAT_2SEM_PROM;FIS_2SEM_PROM;ING_2SEM_PROM;ACTF_2SEM_A;ACTF_2SEM_R;OTRANS_2SEM_A;OTRANS_2SEM_R;OTRANS_2SEM_PROM;ESP_2SEM_A;ESP_2SEM_R;ESP_2SEM_PROM;INS_2SEM;PROM_2SEM;INSC_AnO;PROM_AnO;GENERO;NOM_CARRERA;TIPO_CARRERA;nombre_nacionalidad;descripcion_situacion_egreso_postulante;nombre_comuna_EM;nombre_provincia_EM;nombre_region_EM;nombre_dependencia_EM;nombre_grupo_dependencia_EM;descripcion_rama_educacional_EM;nombre_secretaria_admision;numero_estado_civil;descripcion_trabajo_remunerado;numero_horario_trabajo;descripcion_proseguir_estudios;descripcion_jefe_familia;descripcion_fuente_financiamiento_estudio_superior;descripcion_fuente_financiamiento_estudio_superior2;inferior_ingreso_bruto_fam;superior_ingreso_bruto_fam;nombre_cobertura_salud;descripcion_viven_padres;descripcion_nivel_educacion_padre;descripcion_nivel_educacion_madre;descripcion_situacion_ocupacional_padre;descripcion_situacion_ocupacional_madre;descripcion_tipo_organismo_trabajan_padre;descripcion_tipo_organismo_trabajan_madre;descripcion_ocupacion_principal_padre;descripcion_ocupacion_principal_madre;descripcion_rama_actividad_padre;descripcion_rama_actividad_madre;horas_promedio_trabajo;cantidad_personas_grupo_familiar;cuantos_trabajan_grupo_familiar;cuantos_estudian_grupo_pre_basica;cuantos_estudian_grupo_basica;cuantos_estudian_grupo_media_1_3;cuantos_estudian_grupo_media_4;cuantos_estudian_grupo_superior;cuantos_estudian_grupo_otras;ptje_nem;ptje_leng;ptje_mate;ptje_hycs;ptje_cien;Rotulo_Titulo
3454;;50;;;;2;;62;;1;46;4;55;11;31;64;1;;;;;1;2;35;7;35;11;43;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;Municipal;Municipal ;Técnico profesional comercial.;San Antonio;soltero(a);No;0;Con familiares;Otro familiar del postulante;Otros familiares;Trabajo personal;0;278000;Otro;Ambos viven;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin datos;Sin datos;0;4;2;0;0;0;1;0;0;601;470;542;579;0;NO
3455;72;55;85;1;;;;;3;;71;7;71;78;;90;;;1;;89;4;;81;7;83;14;77;M;Técnico Universitario en Electricidad;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;CHANCO;CAUQUENES;REGION DEL MAULE;Municipal;Municipal ;Técnico profesional industrial.;Cauquenes;soltero(a);No;0;En pensión;Padre del postulante;Beca;Préstamo;0;278000;Fonasa;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Fiscal o semifiscal;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Servicios de utilidad pública& fiscales y privados. Agua& luz& gas&  Servicios Sanitarios& Municipalidades& etc;Dueno de casa.;0;5;1;0;1;0;0;1;0;743;502;507;432;419;SI
3456;30;;39;;1;1;;76;3;;76;7;62;;29;;;;1;;59;3;;68;5;58;12;60;M;Técnico Universitario en Matricería para Plásticos y Metales;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Vina del Mar;soltero(a);No;0;Sin Datos;Padre del postulante;Padres del Postulante;Padres del Postulante;135001;270000;Fonasa;Ambos viven;Básica completa;Básica incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Obrero urbano no calificado& obrero de la construcción& cargador&  estibador& etc.;Dueno de casa;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;Dueno de casa.;0;4;1;0;1;0;0;0;1;539;513;499;613;0;NO
3457;91;76;85;1;;1;;77;2;;96;7;87;96;;92;1;;1;;100;3;;90;7;93;14;90;M;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Sin Datos;278001;834000;Isapre;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;4;2;0;1;0;1;0;0;496;538;644;0;555;SI
3458;91;91;65;1;;1;;76;2;;87;7;83;88;;68;1;;1;;80;3;;83;7;81;14;82;F;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Madre del postulante;Préstamo;Otras fuentes;0;278000;Fonasa;Ambos viven;Media completa;Centro de formación técnica incompleta;Sin Datos;Activo& tiene trabajo remunerado;Sin Datos;Privado o particular;Sin Datos;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Sin datos;Comercio al por mayor y menor. Bancos y seguros;0;4;1;0;1;1;0;1;0;517;582;618;494;0;SI
3459;;68;;;;2;;81;1;;84;4;78;70;;72;1;;;;;3;;70;6;70;10;74;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;CALERA;QUILLOTA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Quillota;soltero(a);No;0;Con sus padres;Padre del postulante;Beca;Padres del Postulante;288001;432000;Fonasa;Ambos viven;Media completa;Media incompleta;Jubilado o pensionado (no reincorporado);Dueno de casa;Otro;Dueno de casa;Pequeno empresario industrial& suboficial de FF.AA y Carabineros&  minero& comercial y agrícola;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;7;1;0;1;0;1;0;0;517;562;587;0;557;NO
3460;12;;93;1;;1;1;51;1;1;51;7;52;55;;72;1;;;1;47;;;;4;58;11;54;M;Técnico Universitario en Informática;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Vina del Mar;soltero(a);No;0;Con sus padres;Madre del postulante;Padres del Postulante;Padres del Postulante;270001;405000;Isapre;Ambos viven;Centro de formación técnica completa;Centro de formación técnica completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Privado o particular;Privado o particular;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Otros servicios públicos y privados no incluidos en los anteriores.  Tesorería& Impuestos Internos& etc.;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;0;3;1;0;1;0;1;0;0;476;556;592;600;0;NO
3461;;14;;;;;2;42;;1;28;4;32;;;;;;;;;;;;;;4;32;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Técnico profesional industrial.;Vina del Mar;soltero(a);No;0;Con sus padres;Madre del postulante;Padres del Postulante;Beca;0;144000;Fonasa;Sólo la madre;Desconocida o sin información;Básica completa;Otra situación;Dueno de casa;Otro;Dueno de casa;Sin Datos;Dueno de casa;Sin datos;Dueno de casa.;0;2;0;0;0;0;1;0;0;764;525;534;507;486;NO
3462;;42;80;1;;;;;3;;72;6;68;71;;87;;;1;;68;4;;77;7;76;13;73;M;Técnico Universitario en Electricidad;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILLOTA;QUILLOTA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Quillota;soltero(a);No;0;Con sus padres;Madre del postulante;Padres del Postulante;Padres del Postulante;0;135000;Fonasa;Ambos viven;Media incompleta;Instituto profesional incompleta;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Privado o particular;Privado o particular;Obrero agrícola o minero no calificado& obrero agrícola ganadero&  maderero& pescador& minero& etc.;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Explotación de minas y canteras;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;0;5;2;0;1;0;1;0;0;580;541;602;535;0;NO
3465;65;;96;;;2;;67;2;1;56;7;66;72;62;90;;;;;;1;;68;4;73;11;69;F;Técnico Universitario en Química;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;0;278000;Isapre;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Fiscal o semifiscal;Sin Datos;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;Dueno de casa.;0;4;1;0;0;0;2;0;0;764;493;510;0;485;SI
3466;70;;55;1;;1;;80;3;;67;7;68;65;55;55;1;;1;;71;3;;71;8;66;15;66;M;Técnico Universitario en Matricería para Plásticos y Metales;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Otro familiar del postulante;Otras fuentes;Padres del Postulante;0;278000;Otro;Sólo la madre;Sin Datos;Media incompleta;Sin Datos;Dueno de casa;Sin Datos;Dueno de casa;Sin Datos;Dueno de casa;Sin datos;Dueno de casa.;0;3;0;0;0;0;0;0;0;496;479;580;0;370;SI
3468;62;57;64;1;;2;;68;1;;87;7;68;69;;71;1;;1;;79;4;;72;8;73;15;70;M;Técnico Universitario en Prevención de Riesgos;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA DE SANTIAGO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Puente Alto;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Préstamo;278001;834000;Fonasa;Ambos viven;Universitaria incompleta;Centro de formación técnica completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Privado o particular;Privado o particular;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Oficios artesanales& talleres de joyeros& mueblista& sastre& modista&  peluquero& etc.;Explotación de minas y canteras;Otros servicios públicos y privados no incluidos en los anteriores.  Tesorería& Impuestos Internos& etc.;0;4;2;0;0;0;1;1;0;620;484;577;0;467;SI
3469;;;95;1;;1;;79;3;;69;6;76;;;;1;;;;;4;1;57;6;57;12;67;M;Ingeniería de Ejecución en Mecánica de Procesos y Mantenimiento Industrial;INGENIERÍA;Chilena;Promoción del ano& Nacional - alumno regular.;PAPUDO;PETORCA;REGION DE VALPARAISO;Corporación de admisión delegada;Municipal ;Técnico profesional industrial.;Quillota;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Beca;288001;432000;Capredena;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Independiente;Dueno de casa;Obrero urbano calificado& electricista& mecánico& carpintero& etc.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;4;1;0;0;1;1;0;0;703;506;520;581;0;NO
3472;60;59;73;1;;1;;66;2;;84;7;71;60;;59;1;;1;;72;3;;72;7;68;14;69;M;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;QUILLOTA;QUILLOTA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Quillota;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;278001;834000;Otro;Ambos viven;Básica incompleta;Básica incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;Dueno de casa.;0;5;1;0;0;0;1;2;0;517;513;576;475;558;SI
3473;;60;;;;2;;70;1;;78;4;69;58;;70;1;;;;;3;;67;6;66;10;67;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILLOTA;QUILLOTA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Quillota;soltero(a);Sin Datos;0;Sin Datos;Sin Datos;Sin Datos;Sin Datos;0;278000;Fonasa;Sin Datos;Básica completa;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Servicios de salud públicos y privados. Ministerio de Salud e  instituciones de salud.;Dueno de casa.;0;0;0;0;0;0;0;0;0;580;510;569;0;477;SI
3474;55;;84;;1;2;;65;2;;64;7;66;67;;77;;1;1;;65;1;1;54;6;63;13;65;M;Técnico Universitario en Informática;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Sin Datos;0;278000;Fonasa;Ambos viven;Media incompleta;Básica completa;Activo& tiene trabajo remunerado;Dueno de casa;Fiscal o semifiscal;Dueno de casa;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Dueno de casa;Servicios de utilidad pública& fiscales y privados. Agua& luz& gas&  Servicios Sanitarios& Municipalidades& etc;Dueno de casa.;0;2;1;0;0;0;1;0;0;414;608;562;0;518;SI
3475;;66;;;;2;;65;1;;93;4;72;81;;97;1;;;;;3;;71;6;78;10;76;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;CON CON;VALPARAISO;REGION DE VALPARAISO;Particular no Subvencionado;Particular Pagado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Préstamo;278001;834000;Otro;Sólo el padre;Otros estudios;Universitaria completa;Activo& tiene trabajo remunerado;Cesante;Otro;Otro;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Dueno de casa;Servicios jurídicos& de orden y seguridad& Ministerio de Interior&  Justicia y Defensa& servicios jurídicos públicos y privados. FF.AA. y  Carabineros.;Dueno de casa.;0;6;1;0;1;0;1;2;0;558;516;640;547;520;NO
3476;61;51;75;;;;;;4;;61;7;62;51;69;55;;;1;1;51;1;1;58;7;56;14;59;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;RANCAGUA;CACHAPOAL;REGION DEL LIBERTADOR GENERAL BERNARDO OHIGGINS;Corporación de admisión delegada;Municipal ;Técnico profesional industrial.;Rancagua;soltero(a);No;0;En pensión;Padre del postulante;Beca;Padres del Postulante;135001;270000;Fonasa;Ambos viven;Básica completa;Básica completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Obrero urbano no calificado& obrero de la construcción& cargador&  estibador& etc.;Dueno de casa;Explotación de minas y canteras;Dueno de casa.;0;6;1;0;0;0;0;0;0;560;486;546;0;495;NO
3477;74;60;72;1;;;;;2;1;63;7;66;71;;63;;;1;;82;4;;72;7;72;14;69;M;Técnico Universitario en Electricidad;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con familiares;Padre del postulante;Padres del Postulante;Sin Datos;278001;834000;Otro;Ambos viven;Media completa;Sin Datos;Activo& tiene trabajo remunerado;Dueno de casa;Fiscal o semifiscal;Dueno de casa;Pequeno empresario industrial& suboficial de FF.AA y Carabineros&  minero& comercial y agrícola;Dueno de casa;Servicios jurídicos& de orden y seguridad& Ministerio de Interior&  Justicia y Defensa& servicios jurídicos públicos y privados. FF.AA. y  Carabineros.;Dueno de casa.;0;4;1;0;0;0;1;0;0;455;513;580;0;511;SI
3478;;38;;;;2;;71;2;;88;5;71;57;48;55;1;;1;;71;3;;89;8;71;13;71;M;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;CON CON;VALPARAISO;REGION DE VALPARAISO;Corporación de admisión delegada;Municipal ;Técnico profesional industrial.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;270001;405000;Fonasa;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Dueno de casa;Servicios de utilidad pública& fiscales y privados. Agua& luz& gas&  Servicios Sanitarios& Municipalidades& etc;Dueno de casa.;0;4;1;0;0;1;1;0;0;560;550;554;563;0;SI
3479;;55;;;;2;;65;1;;64;4;62;75;;86;1;;;;;3;;65;6;71;10;67;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Préstamo;Padres del Postulante;0;278000;Fonasa;Ambos viven;Centro de formación técnica completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Obrero urbano calificado& electricista& mecánico& carpintero& etc.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;5;1;0;0;1;1;1;0;661;591;594;573;477;NO
3481;23;59;58;;;;;;4;;65;7;57;55;;55;;;1;1;61;2;1;54;7;56;14;57;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Corporación de admisión delegada;Municipal ;Técnico profesional industrial.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Otros familiares;0;135000;Fonasa;Ambos viven;Media incompleta;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;7;1;0;2;0;1;0;1;580;481;506;529;0;NO
3482;;69;;;;2;;90;2;;71;5;78;91;;89;1;;1;;83;3;;84;7;86;12;82;M;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Vina del Mar;soltero(a);No;0;Con sus padres;Padre del postulante;Beca;Padres del Postulante;270001;405000;Fonasa;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;5;1;0;1;0;2;0;0;702;635;648;539;548;SI
